indice_tiempo,produccion_petroleo_crudo,productos_procesados,petroleo_crudo_procesado,produccion_gasoil,produccion_nafta_comun_mayor83_ron,produccion_nafta_super_mayor93_ron,produccion_nafta_mayor97_ron,produccion_fuel_oil,produccion_mezclas_ifo,produccion_butano,produccion_propano,produccion_aerokerosene,produccion_coque,ventas_gasoil,ventas_nafta_comun_mayor83_ron,ventas_nafta_super_mayor93_ron,ventas_nafta_mayor97_ron,despachos_asfalto
2007-04-01,3180.778350399999,3055.991405252457,2815.9309412593843,1046.05578,65.757,286.285,149.709,330.002116,,79.688,71.98,135.752,120.726,1083.68407,26.549889999999998,217.42933,128.59768,61.356
2007-05-01,3268.140084000004,3189.75528263092,2905.04876473999,1090.3291299999999,70.841,321.3291,131.838,401.05022,,76.736,72.02,106.147,117.741,1164.6846200000002,28.911990000000003,236.59494,129.26719,47.075
2007-06-01,3124.4464690000013,3154.273002254486,2921.319283279419,1085.18175,59.515,301.392,134.383,425.96716899999996,,74.936,65.298,91.034,115.254,1161.57228,29.16134,242.81456,125.86093,56.377
2007-07-01,3117.2591939999966,3272.9070405855177,3045.9398325805664,1083.1528,41.281,343.369,137.237,452.567821,,82.895,70.791,139.09,125.824,1123.3991,31.832,268.3255,135.4094,52.852
2007-08-01,3232.981836,3225.2710204772948,2965.7022705078125,1076.7878500000002,48.173300000000005,288.288,137.909,403.284087,,76.315,71.96910000000001,146.093,140.142,1156.8371499999998,30.10425,267.42283000000003,128.06235,58.533
2007-09-01,3163.569411000001,3063.9059363098145,2852.644736328125,1117.557,32.656,299.6455,113.484,339.424855,,77.087,69.839,112.623,130.604,1125.4696000000001,28.198150000000002,254.18731,113.10386,57.01
2007-10-01,3245.7906070000004,3084.2,2857.1751564941405,1071.054,45.293,284.6998,122.091,343.452202,,77.33,70.56039999999999,141.96,132.467,1189.8082,30.537599999999998,280.05119,127.90705,64.682
2007-11-01,2971.308625900002,3001.7,2808.0333010253908,1030.168,58.6905,320.43629999999996,127.846,379.46469999999994,,74.01,69.9555,114.655,124.06,1201.2844,29.8979,278.142,120.0542,50.966
2007-12-01,3225.2723260000025,3045.8,2847.043800048828,1105.8802999999998,65.75689999999999,337.4809,119.398,383.8172,,75.17,71.3276,126.584,135.168,1164.08709,32.7929,308.2384,127.14280000000001,48.682
2008-01-01,3190.1314299999967,3097.3,2907.4255772457122,1094.3615,67.194,357.6005,133.832,380.216,,73.743,75.989,157.025,136.808,1101.51783,33.74239,322.83358000000004,133.64445,44.491
2008-02-01,3029.6898130000013,2806.9,2633.299716705322,966.15138,56.117,287.26090000000005,117.801,389.602898,,69.425,67.565,114.242,115.438,1057.6238,29.068060000000003,292.8969,119.90985,51.747
2008-03-01,3258.935642299999,2901.5,2762.8752386074066,1064.078,42.238800000000005,350.83070000000004,120.457,551.0531729999999,,72.9662,73.477,142.587,122.679,1116.22271,30.66473,309.16328000000004,130.03814,47.379
2008-04-01,3149.777678000002,2918.3673436369895,2785.515765625,1042.33493,34.0658,334.1941,131.638,376.806332,,68.79336,73.60442,120.433,118.954,1195.57727,29.199939999999998,290.51051,115.98358,66.972
2008-05-01,2647.5776049999977,3129.2825574760436,2952.9747614746093,1078.14205,69.783,344.5872,127.682,438.273636,,70.477,77.60074,133.931,131.575,1201.82085,29.91983,298.29874,115.52917,63.569
2008-06-01,2952.160533000001,2851.403810127258,2697.958156135559,994.0772000000001,55.3595,288.1998,118.136,405.255993,,68.36117,66.03556999999999,96.883,109.727,1021.2352,30.564310000000003,279.35296,106.78367999999999,38.149
2008-07-01,3235.077018000002,2835.5233886756896,2681.9831066589354,977.78431,31.969,311.3578,106.207,477.73109000000005,,72.11041,63.64351,104.469,121.608,1182.1717800000001,33.10696,319.16769,112.21775,37.2
2008-08-01,3282.7932740000015,3066.950790130615,2931.8891110839845,1080.2866299999998,31.838,314.3983,102.182,484.97675599999997,,76.90205999999999,74.13105999999999,124.375,124.76,1166.4402,33.18065,326.12184,96.53014,35.511
2008-09-01,3182.277113000002,3016.880050590515,2836.1274025878906,1084.9216099999999,41.55442,343.31206,79.87092,394.03834600000005,,68.4375,79.92336999999999,119.55596,130.79755,1127.09789,33.52479,329.82274,89.23675,49.724410000000006
2008-10-01,3286.1571820000013,3003.5615225524903,2823.579131591797,1055.63529,28.699080000000002,370.20855,80.47636,374.75829,,79.36823,81.89779,119.23378,119.34557000000001,1164.55259,35.460989999999995,348.00291,89.58115,55.8901
2008-11-01,3192.2998699999985,2647.3578957309724,2456.5570107421877,925.77157,38.184830000000005,333.63860999999997,72.97496,344.59104699999995,,60.856939999999994,49.86653,116.97801,109.80977,1094.41727,32.25546,331.44806,81.91467,20.88803
2008-12-01,3186.068874000003,2925.7279100055694,2751.49812109375,1108.45585,39.29521,395.2035,90.78556,337.485331,,68.49486,41.8775,137.38678,132.59158000000002,1133.3316200000002,38.701809999999995,389.59803999999997,100.14183,41.22173
2009-01-01,3035.662573,2787.505969810486,2638.8204888000487,1064.99155,25.46997,418.32140000000004,93.49553,283.99005800000003,,66.81002000000001,49.10511,137.81576,124.60214,1021.75004,36.96167,384.12892,93.64736,55.0695
2009-02-01,2801.2338462,2506.1563409576415,2338.7937309646604,905.5336799999999,23.73041,370.59327,69.12079000000001,276.676358,,57.29843999999999,56.83466,107.28895,107.97404,936.35717,31.186130000000002,339.67475,79.18646000000001,63.22482
2009-03-01,3079.2151319,2943.3101162338257,2667.1217465820314,1020.98226,34.2475,384.73827,87.05119,333.130209,,69.11124,71.15822,140.37639000000001,127.89133,1066.29607,34.515980000000006,359.582028,82.05039,54.669
2009-04-01,2966.4115778,2887.576656150818,2618.3154470214845,1024.0593900000001,32.21222,378.62242,93.71418,322.262124,,79.90142999999999,70.75905999999999,120.48870000000001,123.8703,1083.0696699999999,33.04704,349.59183,83.84766,62.07113
2009-05-01,3042.7119729000005,2940.719649365425,2652.250911949158,1047.133708,35.32937,399.20973,77.07911,294.408885,,68.20195999999999,59.89994,108.83295000000001,124.51284,1033.25323,32.01019,341.54834999999997,79.38042999999999,49.188
2009-06-01,2871.1138522,2858.343025407791,2623.46611730957,1012.315682,35.50104,367.46979000000005,88.1331,292.246723,,69.11169,65.11498,116.93572,120.14769,1027.0371189999998,33.37744,348.852969,78.98830000000001,51.612
2009-07-01,2968.9405461000006,2791.231297674179,2469.879810985565,958.251981,35.37893,401.16763000000003,85.96429,294.435473,,76.28616000000001,76.51825,135.32825,118.79245999999999,1023.9321,32.866080000000004,347.480557,79.94384,42.231
2009-08-01,2609.6036669999994,2806.279542770386,2575.5646087036134,969.7591,32.21262,368.4284,84.21978,275.738225,,67.90145000000001,63.93967000000001,141.37789999999998,124.38027000000001,1038.211609,31.888830000000002,358.07135999999997,86.77765,64.18697
2009-09-01,2880.9595790999997,2595.174126551628,2372.615260546684,930.30402,30.58934,359.92392,84.01407,228.741987,,64.23449,59.789770000000004,130.30773,111.59774,1023.0678159999999,32.312580000000004,355.95579,86.19319,51.892410000000005
2009-10-01,3025.1914448999996,2586.8487916297913,2307.172345458984,926.4974299999999,22.67748,339.28366000000005,93.6257,174.960092,,71.62191,48.32977,125.72242999999999,108.97285000000001,1078.06024,31.818450000000002,374.31104,100.26783,51.894040000000004
2009-11-01,2829.2117841000004,2909.0919413986207,2620.8888310546877,1065.9758100000001,27.22866,386.41165,95.17936,303.175544,,80.9676,70.17019,142.60734,121.04781,1040.60148,28.31032,353.18448,94.21438,46.583
2009-12-01,2921.779057699999,2959.51875094271,2653.557306854248,1052.0205600000002,46.38379,406.52681,105.92713,286.56847700000003,,77.27485,72.45267999999999,150.82018,124.55029,1111.303798,30.28987,404.06604,109.74999000000001,48.79766
2010-01-01,2967.7490396,3116.424280331,2664.425616,1022.4796640000001,32.789828,384.79332300000004,115.37922,249.763741,44.860188,78.805036,77.87338199999999,135.109725,129.14301999999998,1055.5088478,28.807058999999995,405.83469299999985,115.13161300000003,45.425959999999996
2010-02-01,2678.0201022,2896.9724378069996,2488.935364,967.6552469999999,23.206348,368.365229,96.214007,218.698975,39.412223999999995,75.76284799999999,71.07450800000001,136.187135,115.88489100000001,995.455453,24.587163999999994,359.39680800000014,91.32565099999997,43.51915
2010-03-01,2973.3633662000007,3192.7767752300006,2749.2611730000003,1079.137921,28.458741000000003,400.50142800000003,101.13286,256.643234,86.95393800000001,78.29118400000002,80.14945700000001,149.82957000000002,133.020635,1212.2286859999997,28.974998999999993,396.52866000000006,102.86403899999999,49.99706
2010-04-01,2873.7964875,2946.075031763,2560.6758970000005,1062.034754,26.544327,387.48387199999996,100.03672200000001,165.5909602,81.256519,67.173669,64.815293,130.65213,126.16982,1202.3931270000003,26.875946999999996,374.647068,98.928614,53.290440000000004
2010-05-01,2958.5305892999995,3059.0481760999996,2594.42692,1028.395523,27.382153,364.61401,101.114204,216.10460270000002,91.913001,73.236638,61.591082,142.12156,135.130258,1175.3427130000002,24.40991200000001,373.7323000000001,99.261426,46.333769999999994
2010-06-01,2877.5862511,2941.059673,2505.057297,986.003529,27.747777999999997,374.62691500000005,94.41575,262.87884399999996,77.99485700000001,74.121319,63.82164,136.24364000000003,125.532983,1122.9687089999993,22.744714,366.4526990000003,92.74871399999998,43.06106
2010-07-01,2958.2827430999996,3031.3503659999997,2632.758119,1025.77642,19.162166,367.943582,91.499951,312.86863100000005,73.23107699999998,70.21176,58.034655,153.73746,108.104726,1161.6492717000006,22.27164899999999,385.5527310000001,111.70108599999998,39.789559999999994
2010-08-01,2962.5204856,3167.4136201,2753.8303769999998,1068.7395229999997,17.803839,387.971013,98.0384,309.260581,93.25744900000001,73.32871500000002,70.13802,151.65562,122.098887,1152.0654244000002,22.416343,397.0012910000003,101.92596999999999,45.7548
2010-09-01,2821.680333300001,3016.8452420999997,2547.9803490000004,1020.1133308000001,20.807527999999998,396.893271,109.612503,269.52656670000005,93.70132,75.47892399999999,73.49502199999999,140.573577,110.51212699999999,1122.8805009999996,21.429972000000003,377.995325,98.06999399999998,48.313449999999996
2010-10-01,2883.2986882,2926.0575356000004,2392.5520480000005,938.105982,23.000367999999998,388.65737900000005,111.68378,247.275958,76.332071,80.770737,79.5702992,132.71299,108.472,1154.1086329999998,19.522520999999998,406.58552600000013,105.88374800000003,46.562400000000004
2010-11-01,2792.7920756000003,3031.4010887000004,2541.281439,981.9935260000001,13.877542,421.214261,102.040107,243.45424700000004,77.700552,80.384132,74.0482649,113.884,106.271201,1182.398019,18.395037999999996,403.5492469999999,107.40206100000002,57.27177
2010-12-01,2451.617716900001,2881.1431658000006,2383.5134170000006,958.6973200000001,18.848744,399.365274,107.00339,168.84008499999996,51.52078900000001,81.718107,71.05818099999999,121.546,113.03596300000001,1238.4445029999997,18.225959000000003,448.88290000000006,136.29444999999996,51.77652
2011-01-01,2848.6368141999988,3100.880297000001,2579.1073980000006,1102.2613059999999,18.669349,435.96653100000003,128.37838399999998,135.606639,84.487591,83.32475099999999,77.179823,147.897,124.68291500000001,1134.9463469999998,18.399737,435.84381099999996,132.07393,51.806760000000004
2011-02-01,2588.4555442000005,2874.111417000001,2417.409983,947.6932829999998,13.676396,358.67391100000003,112.483677,189.80362799999997,98.21560400000001,59.864912000000004,64.253797,142.877,114.66119400000001,1034.4704740000004,16.279417,374.0997380000001,135.64129500000004,53.59215
2011-03-01,2848.2828179,3138.7225449,2629.1900650000002,1026.3633029999999,16.221579,427.04806099999996,124.81802499999999,213.77112400000001,100.766492,94.11171500000002,75.97844,146.164,120.53551399999999,1217.0197190000008,17.926706,426.7133299999999,151.31112800000002,61.084184
2011-04-01,2300.3141305999998,2893.4178581,2471.3312700000006,1015.912342,22.111925,387.934191,155.332266,185.60905200000002,101.75993300000002,75.200163,74.17601699999999,142.329,122.751214,1223.2788139999998,18.322554,405.9715950000001,138.132988,57.416588000000004
2011-05-01,2490.4274118000008,2856.2896054000003,2392.718983,940.564946,17.87029,435.886658,111.318008,174.97147900000002,71.858073,67.74905100000001,76.49769,140.239,110.93020600000001,1185.2067263000004,19.772854,393.3041066000001,133.57357389999999,49.12517
2011-06-01,2445.8577625999997,2960.4090349999997,2514.160276,1024.806681,17.360328000000003,415.191133,150.99726199999998,162.13982800000005,100.74270999999999,72.09517000000001,83.457963,108.502,122.09118600000001,1157.3398953000005,16.779868,384.1201364,130.6495574,43.83344
2011-07-01,2657.4520523000006,3095.4822463999994,2633.9354200000002,1050.2186550000001,25.201884,445.80917200000005,111.66812,239.39689500000003,104.230843,74.441015,75.88427300000001,107.81,120.254541,1195.9577121000007,20.468206999999996,419.3098147,148.07058619999998,44.57865
2011-08-01,2806.7455849000003,2909.2528089999996,2333.059713,913.59775,11.559927,391.902582,147.798973,239.02889100000004,135.196201,55.435561,61.996758,102.998,94.145247,1214.7218513,17.375129000000005,421.1359815,143.1878123,49.84888
2011-09-01,2735.8452226999993,3196.1781554000004,2622.664915,1042.325684,14.508,408.859686,142.806634,247.305102,134.43942299999998,70.827519,77.39748300000001,139.714,128.97227,1208.3517382,16.056794,413.6682537,143.4126679,53.95213
2011-10-01,2846.7992796,2996.1136525999996,2388.994355,1009.8878860000001,21.722,421.442978,166.896412,114.64117399999998,125.29125000000002,70.934702,81.96472800000001,137.033,127.174554,1186.8552284,15.542980000000002,424.507017,152.88837510000002,43.40714
2011-11-01,2744.6585178000005,2870.577079000001,2316.096007,928.804311,9.929,406.977987,130.88332,180.245282,113.69076799999998,65.119591,68.12152400000001,125.495,117.222164,1206.5376936000002,14.64306,425.76989440000017,153.17942439999996,46.9409
2011-12-01,2802.401708799999,3195.909551999999,2605.0371959999993,1089.4084559999997,16.693,458.632623,170.412882,159.83015199999997,128.6953881,79.41923799999998,88.12667900000001,152.855,131.99589699999999,1245.9875439000007,13.915949999999997,503.4102291999999,170.69260099999994,46.44016
2012-01-01,2741.1402130000006,3072.0633826,2494.099255,969.7621875,16.771,457.745115,160.82993299999998,150.34990139999996,122.3658305,75.508267,78.425748,163.637,128.891365,1115.8575569000009,13.766020000000001,472.2697823,163.54675859999998,46.81374
2012-02-01,2563.2223031000003,2831.8965659999985,2312.3209150000002,879.5159110000001,7.672,416.54741099999995,136.79447,114.85950600000001,141.992686,60.754278,64.315842,134.319,112.38420500000001,990.5899356999998,12.23215,435.5993289999999,151.89313119999997,43.901471
2012-03-01,2752.3682296,3120.3638060000003,2541.022199,1001.641389,13.466,431.620281,138.971272,181.86115,130.571295,68.202026,75.42958999999999,159.421,136.21087599999998,1181.4000926,12.16573,472.4566992000001,160.22193030000005,57.55495
2012-04-01,2633.961637,2984.2402002000003,2426.193706,986.113897,14.319,430.573778,148.077211,159.41348799999997,139.63535099999999,65.732223,74.92904300000001,129.378,119.658818,1139.4809100000002,10.451649999999999,426.75713110000004,144.61429440000003,40.97824
2012-05-01,2744.9952881999993,3119.4160388999994,2522.7229861,1044.89433,9.301,434.8229,136.94839000000002,268.622321,133.75118700000002,69.928353,87.16196400000001,109.39,118.436475,1146.6837560999995,10.97525,431.7330635,142.2125051,38.75722
2012-06-01,2534.8019758000005,3048.720075100001,2517.2533999999996,958.849112,7.864,447.247676,160.522438,284.90444599999995,113.84376999999999,66.33382,81.064174,124.886,113.6155,1103.0750692000006,11.0127,432.5313685,148.95763820000002,34.2195
2012-07-01,2643.4278867000007,3225.415668,2696.6567509999995,1014.9596899999999,12.23,480.132799,153.560951,262.58689799999996,160.06025800000003,70.446792,76.546609,138.321,120.45333000000001,1165.8754573999993,11.75909,465.42681840000006,154.17097750000002,34.18326
2012-08-01,2749.8225607999993,3281.4871210999995,2696.62601,1019.4063300000001,11.77,460.005044,152.175136,256.081661,133.04248599999997,71.235518,84.09957,149.767,134.797211,1131.5976936000002,10.401980000000002,461.89229459999996,146.5517142,32.39346
2012-09-01,2660.2453382999997,3272.998135,2714.5016199999995,1016.33803,23.754,452.47328100000004,144.823245,291.447782,112.20432000000001,75.360684,88.68834400000001,140.004,125.449432,1063.6252268999997,8.78492,457.6293774999999,138.8665062,34.883641
2012-10-01,2720.7697849999995,3284.5288849999997,2719.4357449999998,1045.012012,8.483,465.963389,130.827147,204.487473,153.80501700000002,84.42250600000001,85.980041,146.293,139.792843,1110.9889585999997,9.11807,474.836139,150.4182897,42.738283
2012-11-01,2536.995458200001,3119.1123110000003,2488.217107,984.5892289999998,6.959,438.09752900000007,157.31330499999999,139.695394,143.80502600000003,83.719949,79.63964,133.639,125.584544,1178.706479,9.52901,479.7453731000001,150.80619159999998,51.05164
2012-12-01,2686.849844599999,3316.62,2683.3197959999998,1057.123043,9.146,475.211442,149.116875,203.67475100000001,168.200995,80.149009,80.009546,152.015,134.151971,1163.9461030999998,10.558399999999999,533.9938906,174.50888519999998,36.23886
2013-01-01,2630.3262383999995,3160.053629999999,2566.089164,1015.5461529999999,9.863,508.594689,122.80897999999999,93.160277,197.8474429,82.447573,74.663947,157.299,133.784529,1118.3565496,12.02458,530.2570751000001,170.47148110000012,41.52272
2013-02-01,2376.1670407,2875.562149,2327.2960980000003,867.1307360000001,13.4,462.519483,117.80659299999999,168.4170234,148.588918,75.393474,70.49668700000001,149.245,114.221342,991.2589918,11.33826,471.5725458999999,152.3762247,44.02012
2013-03-01,2640.3674769000004,3322.02901,2712.968664,1017.084345,11.694,497.37785199999996,117.893054,224.1111,152.626962,87.324793,88.503709,162.755,129.845044,1152.1766924,10.57801,504.93732480000006,160.84171440000003,47.21168
2013-04-01,2535.9998997999996,2841.2516040000005,2278.600125,920.058971,11.882,392.938904,145.69542199999998,147.02507699999998,193.98721600000002,56.311197,62.674082999999996,110.903,105.44397099999999,1198.4035732000004,12.000190000000002,466.76474359999975,151.26957480000007,44.62162
2013-05-01,2667.8862517000002,2960.1173789999993,2394.7859449999996,949.5777909999999,11.449860000000001,452.578538,117.160494,155.612618,152.66978600000002,75.469126,82.060703,104.34461,111.857814,1207.6927409000004,12.674889999999998,495.1874735000001,156.2691268,47.12407
2013-06-01,2570.8737613,3148.3906206,2511.8868279999997,964.6132099,11.065700000000001,483.23300200000006,147.24096799999998,206.107466,202.12101899999996,78.38944500000001,83.581556,128.11498999999998,101.36946400000001,1101.2498416000003,10.57519,474.8380773,149.8479695,42.57399
2013-07-01,2685.0078430000003,3180.0400219999997,2592.9573639999994,966.3429010000001,11.14207,495.46102499999995,162.14337400000002,269.32172,170.10771100000002,79.28929000000001,80.02669399999999,125.77947999999999,103.72930199999999,1175.4631148999995,12.4862,517.3699958999998,164.39370609999997,47.87826
2013-08-01,2673.0928329000003,3300.2763764000006,2666.6534280000005,1025.10645,12.23426,508.08789499999995,167.19484500000002,213.65273599999998,195.932317,75.81391599999999,78.99235499999999,153.57353,117.472918,1181.4370642999995,11.38852,514.2247993999999,159.67120240000003,53.21706
2013-09-01,2602.5157845999997,3284.6745654,2679.908538,990.8346260000002,9.64046,475.799147,168.134017,281.976967,173.087763,77.380322,74.622022,140.44517,110.668918,1099.8474928,9.94718,486.55208940000006,153.74963219999998,52.02307
2013-10-01,2695.1661273000004,3292.6901079000004,2634.4668030000003,979.9940263999999,8.943,485.365025,156.247828,227.64915,166.42189299999998,79.91532600000001,67.34581,135.744,117.96683900000001,1183.2431746999996,10.126209999999999,532.4442674999999,169.27765090000003,54.64167
2013-11-01,2591.3826737,3174.4168695999997,2557.0304589999996,963.7810339999999,5.012899999999999,488.172972,140.631168,223.37412199999994,153.30473800000004,86.628526,78.177856,142.9231,116.459573,1157.1838461,5.25134,519.2053142999999,166.8897332,48.87368
2013-12-01,2664.149882800001,3350.70223,2661.292887,1020.7725260000001,3.583,530.4902410000001,146.298076,256.188716,180.908963,86.452437,79.460012,158.53635,119.737216,1183.6011787,4.17732,576.5619015999999,198.7532565,39.74979
2014-01-01,2657.1749050000003,3305.6066723000004,2625.1241299999992,935.980794,2.801,534.915277,153.866564,274.593048,175.84868499999996,88.483385,70.063618,158.65107,114.641524,1109.8453143,2.2296300000000002,570.1002739999997,186.2981801,39.756907300000016
2014-02-01,2399.1214424000004,2949.791199099999,2400.7753549999998,797.013535,3.901,472.11169900000004,105.211587,233.59878899999998,171.02124300000003,78.32690299999999,66.30339500000001,136.256,101.378099,1013.9197978999993,2.8051,492.5594583000001,161.3209574,36.49464999999999
2014-03-01,2633.9607791,2928.9653808,2179.094977,811.9676049999999,1.955,472.9663,76.604291,230.501251,153.09455300000002,70.709182,68.647141,90.914,87.42972099999999,1106.5942596,2.562,521.8528779000001,161.11354880000002,49.918699999999994
2014-04-01,2454.7768206999995,3053.5746802000012,2431.0653349999993,884.855058,2.281,482.45860000000005,103.790991,206.61253399999998,192.026024,68.448476,68.818943,131.142,105.050462,1268.4099388,2.035237,504.86947740000005,149.79245539999994,46.85457099999999
2014-05-01,2604.425846999999,3383.451476,2726.6721669999997,1027.667267,1.435,490.98472100000004,112.27482699999999,282.909294,196.281384,85.71546799999999,79.996345,139.448,116.459458,1131.7699604999996,1.417929,496.98577809999995,140.23683799999998,44.83806
2014-06-01,2528.5408374,3224.9761679999997,2634.6779050000005,1048.0021359999998,2.493,455.808772,143.996257,257.015369,188.156727,78.701377,80.704021,124.942,116.745057,1163.0769986,1.64572,475.47250139999994,134.6841992,43.395100000000006
2014-07-01,2587.1837552000006,3302.462406,2663.6373760000006,1087.360383,0.0,461.75514000000004,129.369225,252.989074,150.49317,85.95790299999999,86.049492,133.573,116.91519199999999,1226.1911303,1.909,509.80726610000005,147.82978939999998,45.934670000000004
2014-08-01,2606.6021169,3197.507171699999,2573.698309,1016.8678209999999,4.49,447.048865,140.880236,215.15117500000002,133.15509300000002,86.702629,83.024546,142.647,111.210495,1063.3373935,2.27289,508.0400458,149.98512679999996,41.770709999999994
2014-09-01,2573.701108,3125.6019298999995,2545.158818,984.0065430000001,2.357,482.6782,126.19986600000001,243.40259,128.333719,84.835566,78.635502,127.816,118.5381,1141.5142414,2.569,507.23141849999996,145.7468102,48.448949999999996
2014-10-01,2654.697479300001,3288.722744199999,2685.995801,1006.4331229999999,4.53,493.67790799999995,126.332556,285.4220998,155.3978398,88.35083879999999,70.2355183,148.58981899999998,118.04949760000001,1176.5167580000002,2.701,535.4738084999999,156.55548510000003,55.543490000000006
2014-11-01,2545.307196500001,3061.518872000002,2423.781976,919.959419,0.265,458.370047,121.336356,280.710946,95.173499,92.648585,56.415661,120.837,110.951255,1143.2676188999997,2.329,493.15482470000006,159.8223364,45.186699999999995
2014-12-01,2634.1834443,3291.9788220000005,2666.806015,1001.4526760000001,2.558,530.591243,128.59510500000002,258.912225,108.41829700000001,89.686571,78.56922800000001,151.871,119.55091,1172.2385321000004,2.948,545.5938665000001,199.09223019999996,41.279679999999985
2015-01-01,2628.1779697,3398.124112999999,2665.10786,1035.855921,2.866,506.13649499999997,218.059019,299.761702,112.00602400000001,95.393143,76.543642,158.264,118.262295,1106.2078892000002,2.603,544.9659072999999,206.4189733,38.76452
2015-02-01,2354.0583763000004,3084.513331400001,2381.5434840000003,911.892755,2.837,462.72696199999996,184.149402,321.918846,89.69825400000002,84.62241100000001,71.59656799999999,129.593,111.35836,966.8862666000001,2.457,490.74936260000015,187.77430790000005,43.56634999999999
2015-03-01,2619.5067199000005,3401.4626300000004,2669.3041240000002,1007.6894229999999,3.883,510.441184,185.998766,315.79944200000006,116.624915,93.781759,80.856508,136.482,119.850259,1091.3837228999998,2.466,507.5684177000001,187.2645142,45.96370999999999
2015-04-01,2543.5716053000006,3292.904655000001,2614.206775,1069.661684,2.623,496.46067600000003,187.952239,341.16596100000004,63.058352,89.15358499999999,80.9469,133.622,120.87830100000001,1129.1746349000002,2.12,512.2515978,187.2430463,48.651810000000005
2015-05-01,2643.5290139000003,3198.1194932000003,2633.644771999999,1071.786558,1.899,487.96758500000004,207.468913,292.98006300000003,111.703189,90.472451,90.353306,123.557,123.637636,1102.9544573000003,2.03899,486.2461640000002,180.23573220000003,45.19657
2015-06-01,2545.3186253000003,3228.83278133,2512.56057568,977.8785598000001,1.93,477.08474899999993,168.468382,375.584109,73.483845,78.20836499999999,72.172465,113.369,105.941683,1129.0097876999996,1.94797,488.88194059999995,181.1656118,44.945550000000004
2015-07-01,2622.9108296,3508.6255507,2775.8957859999996,1082.7349950999999,2.371,505.5987491,206.90003,396.026969,55.58207200000001,87.243588,81.37658,134.115,112.646915,1221.6158986,2.03198,520.1715799000001,202.34663000000006,44.411539999999995
2015-08-01,2608.3373838999996,3340.5379677999995,2627.062497,1026.8412119,0.8877809999999999,486.51581400000003,213.849087,306.923029,90.962872,96.03098,83.77026899999998,150.685,114.39612600000001,1160.4864326999998,1.92998,499.40724200000005,188.96846669999996,36.91437000000001
2015-09-01,2532.1953022000007,3183.905098,2449.0878139999995,988.5557119999999,2.22062,504.9947907,176.732253,294.63024399999995,82.684411,74.123505,74.37707699999999,119.2,101.716285,1113.8662109000002,2.5999899999999996,504.89056830000004,192.75471660000002,47.60454000000001
2015-10-01,2638.8019894000004,3364.374498,2625.692035,1062.220153,3.846,497.694871,205.483669,300.108739,88.82592499999998,79.95457300000001,75.65424,146.605,115.136095,1159.9130768999999,3.3199899999999998,528.4697883000001,209.01593579999997,42.559599999999996
2015-11-01,2538.2182881999997,3180.3139914000003,2491.408012000001,968.031559,2.5413330000000003,499.219759,150.786158,279.68473399999993,84.582573,87.201877,75.541385,134.357,113.53526699999999,1112.9624144000002,3.0069899999999996,505.20745880000004,196.30604039999992,36.282259999999994
2015-12-01,2622.9915321999997,3308.0586706999998,2643.7189869999997,977.9722019999999,0.0,545.583846,205.895278,282.44211600000006,87.11231499999998,97.484409,84.05961900000001,146.13,124.612266,1120.5625401,2.166,570.3685223999998,236.17800869999996,26.08444
2016-01-01,2587.1644957999997,3243.058128799999,2567.341985,935.60291,2.232874,531.6829305,206.392618,290.956018,101.486911,91.29490399999999,81.76550999999999,155.562,121.995401,1068.6055066,1.978,536.4337736999998,223.36842850000008,21.48074
2016-02-01,2389.568229,3130.0195300000005,2447.434011,933.0461059999999,1.747,491.954643,195.84874800000003,299.778618,76.918821,85.161947,73.08282000000001,149.514,113.883843,1017.5113163000001,2.565,517.6276028,211.2022548,22.777919999999998
2016-03-01,2570.9856048,3245.7882610000024,2515.5798480000003,1018.5446790000001,2.399,527.1521429999999,181.43979600000003,304.599576,87.649834,91.901988,81.12422000000001,125.447,117.798109,1145.7581407999999,2.464,532.7300496,205.19973889999997,32.75354
2016-04-01,2484.7690983,3118.405668,2389.942287,954.6643859999999,1.475,484.978138,187.237316,284.573582,66.223991,87.40502000000001,82.048063,121.191,112.37987799999999,1121.5623632,2.224,487.31670370000006,176.8388034,26.108919999999998
2016-05-01,2460.0381105999995,3153.815241999999,2435.41512,987.411871,3.099,486.840726,189.172714,292.93946800000003,72.791294,87.819409,84.32618400000001,112.085,123.188765,1263.0509846999998,1.889,497.90811979999995,170.6736903,35.67248
2016-06-01,2387.4250401,3201.5889120000006,2507.1840680000005,1060.2393760000002,0.0,506.19951399999997,171.891521,374.42947100000004,65.009395,82.664863,63.737051,98.276,105.95574400000001,1261.2648001999999,2.734,489.46945460000006,180.2512413,33.583239999999996
2016-07-01,2521.6664319000006,3285.4198530999993,2550.7054,1014.6637935,0.876,496.21306899999996,200.136395,384.42151699999994,66.22610399999999,91.238067,71.360389,100.092,112.96217,1142.5661084999997,2.749,506.2870136000001,200.28799060000006,33.25187
2016-08-01,2511.1377265000006,3182.5760549999995,2415.948933,954.6469339999999,2.263,486.82752200000004,165.29498,330.4250879999999,59.949252,86.48858600000001,72.270469,132.442,111.40536999999999,1182.3124678999998,3.098,528.026801,197.4874042,45.980521
2016-09-01,2446.1676465999994,3182.4871639999997,2458.6658629999997,970.240184,0.964,503.233535,194.310326,231.656104,48.807202999999994,108.74844,85.01422600000001,160.646,122.63733,1078.574574,3.117,494.9239141999998,195.33893909999992,45.365970000000004
