meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,mean_f0,min_f0,max_f0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
4168.540920801656,0.041951675,-0.004119873,-0.018341064453125,0.01371002197265625,0.03205108642578125,0.19831207,4.217751,4567.966833092234,0.0076378887,0,4168.540920801656,0.034627706,0.003823668,0.10892693,8497.891865079366,3679.6875,15562.5,11882.8125,0.47943267044811194,114.28840984992866,85.3129619008554,141.01384901128017,-347.4096,99.55295,-8.431786,35.771282,2.9929554,13.36506,-21.423859,20.793436,-9.65155,-0.54256845,2.0747142,4.419655,-7.877144,'Male'
3720.553490029651,0.026697308,-0.0037384033,-0.0147857666015625,0.006103515625,0.0208892822265625,0.20244612,2.9309003,4786.482802264518,0.0061943643,0,3720.553490029651,0.02291784,0.0022966417,0.05513676,8506.138392857143,3585.9375,15679.6875,12093.75,0.4324275058295832,109.30168466987962,91.43616857570666,133.87038650376502,-372.33786,111.21534,-2.3059103,34.638573,10.030447,13.517297,-18.716736,17.538837,-5.305826,3.4986231,-5.981181,6.8767014,-5.2414517,'Male'
4350.384563189383,0.030334098,-0.002243042,-0.0120391845703125,0.0064697265625,0.0185089111328125,-0.08623877,27.558958,5168.495333875576,0.008029629,0,4350.384563189383,0.021736747,0.001763229,0.13011797,10065.179869186046,656.25,16007.8125,15351.5625,0.3670209682228275,99.65762532164338,85.3129619008554,120.65074776640884,-396.73383,89.10811,14.423752,39.63199,12.070136,15.976955,-10.0958805,17.77212,-0.5303446,2.419048,-1.0953023,3.0730705,-1.4336393,'Female'
5522.652557047558,0.030181566,-0.0027770996,-0.006591796875,0.0005950927734375,0.0071868896484375,0.30394727,10.862832,5641.428419195096,0.015523373,0,5522.652557047558,0.019019743,0.0012310998,0.10602341,12012.120712401056,2320.3125,16429.6875,14109.375,0.36387173737318873,392.8930734681102,94.11545282508624,1549.971937529221,-422.60413,70.9041,10.710292,33.703342,10.555255,17.392838,-13.155245,13.167698,0.043060463,12.459112,-8.451196,-0.18537359,2.7747777,'Female'
1932.3577761951447,0.0779878,-0.0028381348,-0.0179595947265625,0.00494384765625,0.0229034423828125,0.7875434,7.7221074,2955.718781856444,0.00050329085,0,1932.3577761951447,0.05310721,0.002234508,0.20421308,3830.8020104895104,539.0625,10968.75,10429.6875,0.5634938952387412,73.10877283714177,65.40639132514966,90.90953499696329,-369.76285,143.68471,3.46197,22.00478,9.446449,18.787123,-2.1994345,-2.8551247,-0.14926377,0.37520054,-1.5531884,0.9015723,1.0655131,'Male'
1124.1139787170257,0.08300159,-0.0033111572,-0.0277862548828125,0.016082763671875,0.0438690185546875,0.6464191,5.1086826,2192.4094208068327,0.00011179984,0,1124.1139787170257,0.06239183,0.0011408511,0.21071267,1903.1004581151833,562.5,6515.625,5953.125,0.5728676026184729,84.54162922618181,65.40639132514966,123.47082531403103,-375.5659,174.16351,22.51416,30.09653,18.357403,8.410435,-1.7032701,1.1028363,7.726472,7.23846,-3.0460656,-5.1294637,1.3605878,'Male'
4519.844919817392,0.040003113,-0.0027313232,-0.0162811279296875,0.00909423828125,0.0253753662109375,0.39586502,2.477176,5015.885006022118,0.009415294,0,4519.844919817392,0.031764362,0.0017692483,0.088508986,9584.142287234043,2695.3125,16710.9375,14015.625,0.4690071745127702,92.06270164905044,75.13221412149176,108.1102658399776,-390.7913,89.18489,12.6107855,42.18913,8.210872,14.417221,-10.014751,22.120834,-3.57561,-2.0844345,3.6305108,-0.12962958,-18.73989,'Female'
4531.734347884669,0.06548694,-0.0027923584,-0.0095672607421875,0.00262451171875,0.0121917724609375,0.64841735,4.944733,5045.4049468745625,0.011750055,0,4531.734347884669,0.04472552,0.0016317569,0.16891576,9856.297906839623,890.625,16570.3125,15679.6875,0.5832680126456439,89.39109937905747,76.44550209132854,100.87044475251382,-373.0627,102.876785,3.5450191,23.89182,12.280946,4.257191,-14.122022,14.809263,-7.7125626,-4.361878,1.9976128,2.6434023,-14.355689,'Female'
1151.8073838635112,0.023533171,0.00036621094,-0.011077880859375,0.01153564453125,0.022613525390625,-0.27617076,3.374676,1455.33290914077,5.3959582e-05,0,1151.8073838635112,0.020447806,0.005676008,0.05657394,2264.34375,1242.1875,5718.75,4476.5625,0.3447416205547202,84.03015759028798,65.40639132514966,115.86971395503193,-407.69827,226.76122,-19.824152,5.8277044,19.994835,-8.35923,0.47357374,-10.781891,-1.9696819,9.11652,-13.584256,-0.9005027,10.644734,'Female'
1181.4417811404078,0.032531682,0.00061035156,-0.0172119140625,0.017974853515625,0.035186767578125,-0.13780166,1.5551453,1331.4309911072567,2.863362e-05,0,1181.4417811404078,0.02965297,0.009048644,0.071018614,2252.6041666666665,1265.625,4851.5625,3585.9375,0.2620745366029556,85.82568761618776,65.40639132514966,117.21605517913326,-371.86472,233.0169,-30.153448,-2.7685459,23.389719,-5.2765827,-1.257016,-10.60975,-1.6488522,6.827831,-14.05978,-1.5714711,6.663254,'Female'
