meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,mean_f0,min_f0,max_f0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
3658.1410878296683,0.031849016,-0.0055160522,-0.019073486,0.010726929,0.029800415,0.43973106,3.2511559,4854.377947899785,0.005643473,0,3658.1410878296683,0.02890056,0.0035800054,0.06684735,8369.973776223776,1664.0625,14718.75,13054.6875,0.3490868629798932,82.24753985979993,65.40639132514966,99.71184887709214,-326.1057,117.40666,12.37418,40.461025,3.0406873,17.448341,-8.031308,15.382923,-9.986753,3.669985,-2.3853319,4.686405,-12.837643,'Female'
1658.460321965475,0.06009331,-0.0035552979,-0.016098022,0.004211426,0.020309448,1.2223824,25.134079,2754.256661916311,0.00044225322,0,1658.460321965475,0.03810323,0.0014903491,0.34363636,3217.7083333333335,304.6875,12375.0,12070.3125,0.617407669073336,80.02938843433373,65.40639132514966,106.252996181733,-387.68375,108.20221,21.607018,23.545208,24.440367,9.813796,-8.506932,-1.8623452,-0.7110424,0.79347813,9.946463,-4.9526677,-4.732559,'Female'
5988.37571426972,0.014394883,-0.0039520264,-0.007751465,0.0011291504,0.008880615,0.7247883,4.871712,5763.259263441603,0.02123872,0,5988.37571426972,0.012052393,0.0020204722,0.032420784,12849.992148241206,5015.625,16382.8125,11367.1875,0.24143470235442888,492.9075593353736,81.93226047174862,1864.6550460723593,-391.51642,68.43205,6.5194044,41.92515,16.852194,18.055164,-14.116019,23.328817,-4.212728,4.1027884,-6.884091,21.92003,-8.015055,'Female'
5907.617719511646,0.014433512,-0.0039520264,-0.008895874,0.002609253,0.011505127,-0.106442235,5.4022727,5779.374141401541,0.024698468,0,5907.617719511646,0.013084146,0.0038088094,0.033623137,13091.393336776859,6117.1875,16617.1875,10500.0,0.19256910892104745,439.94897865833315,76.00520839822768,1680.5212228823332,-345.2531,82.50294,-0.5086819,24.585648,13.3910675,16.306013,-21.684748,19.786549,0.6450503,3.4846182,-11.068303,24.700047,-8.211596,'Female'
2495.997188669998,0.049632605,-0.0035552979,-0.024414062,0.004638672,0.029052734,1.5188074,5.9406586,3133.2640032397435,0.002191525,0,2495.997188669998,0.039018936,0.0019784241,0.13855936,4518.1884765625,820.3125,15351.5625,14531.25,0.931169584538454,90.43897323575786,65.40639132514966,108.1102658399776,-398.36255,132.40685,14.55378,26.094019,-7.0649548,13.865016,-3.95276,-1.1053486,-10.277901,4.5214176,3.2573936,-5.9943485,3.0039537,'Female'
1446.959267946653,0.058829833,-0.004058838,-0.031661987,0.0037231445,0.03538513,1.5439384,4.694903,2620.8980032030336,0.00026855464,0,1446.959267946653,0.046023954,0.0012877882,0.12277527,2321.6727120535716,468.75,9890.625,9421.875,0.8060776460398582,89.33197245855386,65.40639132514966,116.54094037952247,-425.184,150.45082,16.85741,25.065521,-2.0881774,12.329061,1.1987267,-1.9853753,-9.851171,-0.22133282,3.3752606,-14.579331,0.42261124,'Female'
1886.9083514568676,0.023445366,-0.0032653809,-0.012573242,0.00289917,0.015472412,0.882154,5.935837,3430.870850697932,0.0005911781,0,1886.9083514568676,0.019626189,0.0017444077,0.058488365,3668.7580958549224,562.5,13312.5,12750.0,0.9839881456496882,78.09295829689734,65.40639132514966,112.57112811964524,-450.82193,161.67648,24.088852,33.69081,5.184906,9.762499,-9.713853,21.149487,-8.041739,-0.3757109,6.454423,4.3272204,-4.5734696,'Male'
2067.1976137560277,0.05506097,-0.002090454,-0.0178833,0.0040740967,0.021957397,1.1793255,10.425935,2879.7198491176464,0.0014330962,0,2067.1976137560277,0.03808859,0.0009007871,0.16114044,4045.3689759036147,539.0625,12046.875,11507.8125,0.6829057107201311,71.77313391737954,65.40639132514966,88.32151700497141,-415.3092,145.36401,8.323871,31.972683,11.954454,1.8141634,-9.691101,9.013526,1.9402883,-7.070878,-2.268616,-5.4516,-1.199628,'Male'
3683.08591639506,0.13306022,-0.0038452148,-0.040985107,0.008651733,0.04963684,0.8463696,4.0894103,4028.7203512032665,0.010164741,0,3683.08591639506,0.094560064,0.00047505164,0.33231506,7383.170324427481,421.875,16125.0,15703.125,0.8015362270153575,66.33504323428005,65.40639132514966,79.59980805922079,-325.8277,125.13548,7.3867507,32.921158,14.651527,13.531233,-7.644703,10.334654,2.3790104,0.95578235,-5.8579755,4.359438,7.218145,'Male'
2467.2280611592028,0.1442588,-0.0050811768,-0.04750061,0.019134521,0.06663513,0.37273327,4.4179707,3731.592512490611,0.0029190443,0,2467.2280611592028,0.10380488,0.0031361778,0.4168815,5128.943101415094,679.6875,15679.6875,15000.0,1.0154168563476358,86.31594681383193,65.40639132514966,123.47082531403103,-322.80865,145.34048,26.87177,29.762442,23.839346,11.547281,-2.7865222,10.0552435,7.0851707,-4.2935724,-8.180451,2.4733822,1.7010815,'Male'
4965.958639625541,0.045695767,-0.0030670166,-0.013870239,0.0035247803,0.01739502,1.0189521,10.731691,5221.231949985648,0.019039113,0,4965.958639625541,0.031647038,0.0015674998,0.1448932,10387.699083011583,609.375,16171.875,15562.5,0.47897671196270536,88.61552861794117,76.44550209132854,111.9227661312955,-367.10535,89.53051,13.7762785,34.027756,3.7107217,19.649033,-11.410764,14.171194,-5.450989,4.726387,-8.739041,8.126491,-0.40967527,'Female'
4166.6568311068495,0.06043835,-0.004257202,-0.024536133,0.008132935,0.032669067,1.921615,11.075102,4749.308046548316,0.011075368,0,4166.6568311068495,0.04499736,0.0026196698,0.1655161,8756.094398340249,867.1875,15937.5,15070.3125,0.5206616679135766,87.78763022850562,70.10083450255941,136.21039964151845,-334.89767,96.4168,7.374667,48.570107,9.079904,9.883039,-14.574932,16.706238,-8.319518,3.342307,-5.20755,5.512666,-4.110939,'Female'
5541.497388440027,0.042572778,-0.0032348633,-0.013809204,0.0030822754,0.01689148,-0.32272524,46.796738,5541.890363209617,0.04507113,0,5541.497388440027,0.027853558,0.0032155735,0.19454616,12022.629310344828,562.5,15960.9375,15398.4375,0.2930224458258961,66.83338419870957,65.40639132514966,71.32617550580554,-313.6143,80.80653,7.2527413,35.6292,6.4321413,20.46152,-7.575547,14.298451,-9.977277,5.6319313,-7.791413,5.225263,-12.6011915,'Male'
5222.108919620328,0.040871512,-0.002822876,-0.01461792,0.0010681152,0.015686035,1.2148458,6.5409636,5453.699605974173,0.036605276,0,5222.108919620328,0.031109704,0.0016174968,0.09612152,11263.323392116183,2062.5,16781.25,14718.75,0.4063623924796209,86.92468626357066,65.7852866955572,113.87914162255151,-354.93326,83.29037,17.795103,37.169426,6.9885616,29.606401,-3.6469092,15.543967,-8.520345,8.052617,-6.3916574,10.0637665,-10.36863,'Male'
5678.052527285587,0.008753466,-0.002960205,-0.006286621,0.0010681152,0.0073547363,0.21797052,11.786323,5755.76467770972,0.01612338,0,5678.052527285587,0.0075760623,0.0032061818,0.030054227,12629.452284946237,1664.0625,15726.5625,14062.5,0.24230965109916552,798.1341805820748,65.40639132514966,1558.9508336201548,-424.68262,75.44352,0.48133364,29.695858,6.3384337,21.695232,-9.502102,22.544075,1.8892503,12.342132,-9.664867,20.103695,4.43325,'Female'
5471.599362007728,0.01219902,-0.0033874512,-0.007217407,0.0016021729,0.00881958,0.25590396,10.152012,5857.4573229127345,0.012939012,0,5471.599362007728,0.010157347,0.0015786419,0.03588352,12558.810763888889,3703.125,15960.9375,12257.8125,0.2819766266851286,668.6158698978726,65.40639132514966,1952.8422708394075,-410.92352,83.8517,11.243169,31.674536,9.133642,18.891706,-8.805503,25.169651,2.943421,10.556093,-12.308461,19.044798,4.589319,'Female'
4970.830475433126,0.031378996,-0.004196167,-0.009963989,0.00289917,0.012863159,1.1483865,7.926701,5609.356186256245,0.010041189,0,4970.830475433126,0.022422189,0.0021571522,0.092042856,11060.680650684932,984.375,16312.5,15328.125,0.4517488160320002,713.755378094077,65.40639132514966,2045.2002330457979,-406.711,88.7828,34.25606,46.550987,18.63947,20.307507,-10.15605,25.29589,6.9677043,3.5226405,-5.801617,23.501463,-9.215334,'Male'
3934.4139653855564,0.038295086,-0.00440979,-0.015716553,0.005584717,0.02130127,0.74966925,8.378802,5231.345137835176,0.0067921616,0,3934.4139653855564,0.029165924,0.003197425,0.11958434,9284.64515186916,539.0625,15703.125,15164.0625,0.500323193891,77.75423247169495,65.40639132514966,98.56656061031477,-374.7913,113.09412,38.4797,38.009438,14.387104,15.812685,-14.041341,23.969717,12.971043,3.0866396,-11.849611,22.645964,-2.6059554,'Male'
3826.748515019538,0.08731811,-0.0043792725,-0.028736115,0.010604858,0.039340973,0.57166153,6.0294204,4874.710423241833,0.007023987,0,3826.748515019538,0.066346124,0.0037140178,0.19947058,8339.180424528302,585.9375,17203.125,16617.1875,0.7142756432528211,65.67046464611605,65.40639132514966,72.57293509250918,-328.8031,118.47654,32.86244,38.63667,14.386811,17.75869,-6.741484,15.2352,1.7954804,4.4624095,-2.3761582,4.2854786,-6.3749423,'Male'
4954.9094080825425,0.043652505,-0.005203247,-0.017303467,0.005004883,0.02230835,0.542829,5.113086,5578.4930241778175,0.012638359,0,4954.9094080825425,0.033736195,0.0037420501,0.11250706,11123.518318965518,2320.3125,17203.125,14882.8125,0.42277123128394917,475.4550041225704,65.40639132514966,2033.4207464951999,-353.64105,94.734215,30.887465,40.46455,14.9445505,17.269865,-10.846255,18.0012,6.070466,11.889381,-8.989989,5.720169,-5.2711344,'Male'
4972.598891880149,0.031987246,-0.0030670166,-0.011016846,0.0017547607,0.012771606,1.1393479,9.677207,5248.688277960819,0.01949445,0,4972.598891880149,0.023175627,0.0013180071,0.09683767,10399.6456185567,1171.875,16078.125,14906.25,0.46216145157766797,75.97827167767953,65.40639132514966,97.43442710125966,-372.60416,95.34672,6.0068073,27.258303,2.8356562,19.205624,-18.911684,11.335577,-3.9238105,12.393192,-1.3805994,12.24586,-2.0253868,'Female'
3683.420273896488,0.033727147,-0.0052337646,-0.01979065,0.007797241,0.02758789,0.73133385,3.9795907,4911.2006432835005,0.0065649706,0,3683.420273896488,0.029275786,0.0023280303,0.06852506,8417.658025568182,2507.8125,15914.0625,13406.25,0.48895141107291035,77.58414561765623,65.40639132514966,96.31529725464738,-346.0261,121.33112,6.394777,22.279228,3.7451828,16.00514,-23.486816,10.07205,-9.557186,2.8655005,-0.58511585,17.465544,-11.234923,'Female'
5778.2309691466935,0.019867195,-0.0039978027,-0.009597778,0.003829956,0.013427734,1.1391593,22.73499,5855.022948854722,0.02417105,0,5778.2309691466935,0.01557196,0.0040350067,0.08362626,12970.503826530612,3093.75,16312.5,13218.75,0.2078467235117324,67.31555950348398,65.40639132514966,74.26924703925044,-361.06924,75.959236,17.076248,34.348095,13.538699,31.958078,-12.337084,11.169921,6.154339,14.776205,-19.245863,11.195686,8.771483,'Male'
3986.919767545438,0.14493532,-0.004501343,-0.028556824,0.020439148,0.04899597,0.3255597,3.5393376,4827.608111506658,0.011945518,0,3986.919767545438,0.10128364,0.00524911,0.3528736,8385.9375,726.5625,16453.125,15726.5625,0.6966281800052757,71.0369845541229,65.40639132514966,91.96585291173604,-294.02594,109.818665,24.629606,37.79619,23.73796,24.788687,-15.428183,3.072599,0.6255467,3.8764186,-20.710833,2.8393369,-1.4112448,'Male'
4026.7961427929517,0.030773025,-0.0045318604,-0.015670776,0.006668091,0.022338867,0.5765343,5.8274055,5117.034527138689,0.007032831,0,4026.7961427929517,0.025624402,0.0033790432,0.074970104,9141.771399456522,1921.875,16242.1875,14320.3125,0.47490331605079406,79.465463666881,65.40639132514966,107.48759652776705,-354.15118,117.42198,20.636621,28.804504,6.7246385,23.660387,-8.422047,16.547443,-3.4975872,7.2463512,-10.763614,16.592985,3.4418032,'Male'
5358.9159033427595,0.03084984,-0.004928589,-0.0138549805,0.0048828125,0.018737793,0.9130767,6.529751,5838.791949014877,0.015526475,0,5358.9159033427595,0.025217434,0.0052526807,0.08109054,12488.39760638298,3351.5625,16687.5,13335.9375,0.28315673886326964,1755.0037080694965,1567.9817439269968,1975.5332050244967,-346.22433,94.88539,39.328003,38.450863,4.31238,11.277823,-16.491198,26.734566,6.4978557,3.3165169,-15.3374815,24.013363,-7.192003,'Male'
2416.7914855938693,0.058341514,-0.0029296875,-0.020843506,0.011383057,0.032226562,0.35377237,7.025275,2863.0164703670425,0.0024659561,0,2416.7914855938693,0.043032896,0.0021237105,0.18760848,4464.73623853211,726.5625,14812.5,14085.9375,0.7085213635532763,92.71650380578971,65.40639132514966,111.27813843321147,-367.0046,140.93884,-14.8008995,29.139101,-1.384619,5.6056046,-1.4343393,4.2278237,2.8150709,-2.2612479,-2.4259882,-5.4122376,-0.94904935,'Female'
1719.7817004264382,0.07482874,-0.0034103394,-0.02458191,0.014175415,0.038757324,0.564809,6.175035,2626.1594887232245,0.00045353227,0,1719.7817004264382,0.05428054,0.0009453178,0.21595936,3246.829236401674,843.75,10664.0625,9820.3125,0.45162397725057013,95.79070507050281,79.1413469005951,119.26495573315601,-369.81635,142.62595,-9.181571,21.139313,1.1472358,-1.7813113,2.6604183,-1.9293268,-1.3723214,-5.5622034,-4.6948805,-4.9461064,-2.9835343,'Female'
4731.698966416579,0.07066214,-0.004348755,-0.013137817,0.0037384033,0.01687622,1.4814224,17.66905,5080.910373771727,0.009497277,0,4731.698966416579,0.040725064,0.001706105,0.30926666,10097.827440239043,867.1875,16500.0,15632.8125,0.5202973427100869,861.1045810498804,65.40639132514966,1908.2392917304958,-374.74448,88.55936,22.14981,38.564022,21.156782,19.87627,-6.463417,17.28051,11.365506,-0.54885364,-5.9949117,13.471623,0.33998576,'Male'
4952.964954359466,0.043821342,-0.0039367676,-0.012893677,0.0022735596,0.015167236,0.8914854,19.352442,5574.691203906467,0.007827572,0,4952.964954359466,0.02938031,0.00076098175,0.19947912,11258.669670846395,843.75,16640.625,15796.875,0.4415519287860729,836.3610284255911,65.40639132514966,1986.9773524587906,-420.92505,68.08102,24.396524,40.854935,25.873255,28.040586,-2.8230245,18.059084,10.460209,6.292592,-4.60286,14.369217,1.8387439,'Male'
3595.077375377592,0.08332477,-0.0034332275,-0.015594482,0.010238647,0.02583313,0.030130334,7.5846157,4458.583585200828,0.008202016,0,3595.077375377592,0.05732693,0.0024684055,0.25634092,8096.297554347826,328.125,15023.4375,14695.3125,0.627928155527162,104.18487880624797,65.40639132514966,252.71363809934766,-338.70905,123.991425,5.843276,28.140265,4.9563813,16.107016,-1.2362875,11.357815,-11.372614,4.865029,1.0942231,3.0542772,2.3878758,'Male'
3434.1428295120963,0.0808132,-0.0028076172,-0.018478394,0.011703491,0.030181885,0.45794967,9.442694,4404.498029645573,0.008131151,0,3434.1428295120963,0.055522133,0.0026674946,0.30600873,7585.298295454545,1101.5625,15445.3125,14343.75,0.6828465746552965,82.26359132203694,65.40639132514966,111.9227661312955,-326.31293,128.52963,9.506543,25.12664,11.651941,13.465733,-3.6736114,10.212118,-5.2918224,0.56145924,-1.5053598,2.081228,-1.8707175,'Male'
4914.98635555806,0.03648789,-0.0050811768,-0.017059326,0.007827759,0.024887085,0.2643449,5.759545,5626.913907800316,0.010923306,0,4914.98635555806,0.029270994,0.0027882094,0.083816044,11293.5791015625,2648.4375,16546.875,13898.4375,0.37956554476202914,752.852982451804,65.40639132514966,1986.9773524587906,-353.6787,97.17044,35.894802,42.435684,13.319879,23.310026,-11.975238,20.819172,2.6482108,4.2073274,-8.584372,21.476698,-9.085589,'Male'
4758.876165870784,0.040344037,-0.0053863525,-0.017181396,0.0059814453,0.023162842,0.8180966,3.8991396,5399.426816970151,0.013069012,0,4758.876165870784,0.032100797,0.0042548194,0.08684249,10430.149322660098,2953.125,16289.0625,13335.9375,0.45032049276429204,1655.2435067322551,1541.0447560743582,1875.4568828661324,-345.6113,100.25096,30.412558,44.323776,14.451752,21.313717,-18.961601,23.166626,7.9298716,0.5361127,-14.916254,22.175806,-11.917947,'Male'
3753.302622434151,0.06441464,-0.004272461,-0.02949524,0.015563965,0.045059204,0.76909864,4.0189466,4638.74562220556,0.0095229205,0,3753.302622434151,0.053612895,0.0034785585,0.14534147,7854.677610759493,1242.1875,15773.4375,14531.25,0.5591429408851367,106.18517483496106,65.40639132514966,121.34967043801211,-310.9884,112.75405,17.842314,37.39096,-4.868408,12.116137,-18.713926,13.106343,-5.887495,0.62779605,-6.900905,5.2855415,0.693021,'Female'
3799.7693926189745,0.052505687,-0.0034179688,-0.022079468,0.01638794,0.038467407,0.56842065,6.0428033,5154.991608826909,0.0066327844,0,3799.7693926189745,0.041952785,0.0037217443,0.1330006,9444.52373798077,937.5,15796.875,14859.375,0.39431023158353856,103.34225689061007,87.81282249923149,136.21039964151845,-342.63965,107.28991,32.12253,38.602715,2.3131602,9.679861,-22.569721,9.748732,0.47375008,3.3653567,-18.341478,2.6311862,0.74064606,'Female'
4581.296188881788,0.047490753,-0.0029296875,-0.013214111,0.0034637451,0.016677856,0.7515665,9.889857,4915.27524919537,0.010543916,0,4581.296188881788,0.032725338,0.0021534578,0.13956898,9552.618684668989,890.625,16570.3125,15679.6875,0.5755925817870681,448.3900755289848,65.40639132514966,1613.927116040221,-391.22055,97.021324,12.524671,35.77221,15.396205,16.328047,-6.255806,19.43062,-1.8226628,3.3292363,-2.218332,15.282235,0.33212376,'Male'
4240.5155478510615,0.03625586,-0.0033111572,-0.014434814,0.0041656494,0.018600464,0.7619278,5.851488,4981.695625752324,0.008299964,0,4240.5155478510615,0.028012777,0.0017781364,0.08294825,8982.794943820225,914.0625,16382.8125,15468.75,0.6293001874836074,493.14031442248694,65.40639132514966,1986.9773524587906,-394.86768,108.23207,17.525566,31.22231,9.156965,11.740014,-11.672899,23.870201,1.9427545,6.9750195,-10.592779,12.452866,-1.0941687,'Male'
4589.285182027341,0.04511338,-0.003326416,-0.011123657,0.0029754639,0.014099121,0.5318768,16.408493,4972.992728520459,0.014910918,0,4589.285182027341,0.030023756,0.0,0.14012754,9543.18669527897,0.0,15890.625,15890.625,0.5408173338411989,1702.6787251129397,1167.8935332579397,2033.4207464951999,-362.60748,103.8688,7.003785,27.054546,17.92171,23.312628,-11.041448,15.557025,1.0708649,2.5876575,-1.2036481,12.228536,-7.1522937,'Male'
3592.5463449312806,0.050279565,-0.004333496,-0.017547607,0.0076904297,0.025238037,-0.5160785,16.151085,4688.502122539255,0.0056842165,0,3592.5463449312806,0.036867034,0.0017979194,0.170267,8118.6266447368425,1265.625,16242.1875,14976.5625,0.5707753600691315,79.86991413338102,65.40639132514966,119.95585059317834,-338.78595,126.790825,5.9720182,25.548891,19.307003,20.746574,-15.994504,17.83412,3.5211685,1.1821603,-10.5945635,12.228752,-7.6117167,'Male'
6405.187648931766,0.011940659,-0.002456665,-0.006958008,0.0028381348,0.009796143,-0.8244468,5.9243603,5850.666838559292,0.038231455,0,6405.187648931766,0.010768237,0.0020730968,0.024228089,13567.277428057554,7570.3125,16148.4375,8578.125,0.1545417761357535,80.59729173529236,65.40639132514966,97.99885899543732,-363.0616,64.46936,3.3249922,35.219288,8.589526,28.015085,-11.930274,13.46258,-0.4743563,14.193676,-15.366418,8.3096285,1.8175434,'Female'
6516.598625386194,0.013520792,-0.0030059814,-0.0070495605,0.0024871826,0.009536743,-1.4136226,31.270636,6007.996964757756,0.03873563,0,6516.598625386194,0.011076207,0.0010418142,0.05363219,14004.464285714286,4570.3125,16335.9375,11765.625,0.17306245362159875,378.3781733187272,70.50692450564009,1532.1689914011781,-364.4062,66.64531,7.0520496,33.665733,8.591245,22.40861,-11.968748,13.486471,-1.6997993,13.247942,-15.730436,7.3864436,-0.5980389,'Female'
5363.590135315888,0.04975386,-0.003982544,-0.0134887695,0.0062408447,0.019729614,0.9075501,10.2658205,5435.97327689239,0.024516314,0,5363.590135315888,0.03508413,0.0036275028,0.14524917,11425.934770742359,1148.4375,16078.125,14929.6875,0.3657939691453478,467.4133101458856,65.40639132514966,1471.4536465877761,-340.45663,76.8938,25.654345,54.40579,9.672141,26.822044,-12.667808,13.795954,4.351158,19.108217,-14.546784,3.813276,2.9641454,'Male'
4220.467683440354,0.04847013,-0.0035247803,-0.01637268,0.008621216,0.024993896,1.0729829,18.045069,5217.200108134283,0.010524036,0,4220.467683440354,0.034439072,0.0038913686,0.19850606,9810.97412109375,937.5,16031.25,15093.75,0.4781663907738191,321.4289461708444,65.40639132514966,1380.8680122982817,-364.20343,99.12991,34.08168,45.279083,17.017487,26.566532,-6.9694123,8.624289,-1.9619932,15.967993,-6.047202,-2.522409,-0.024594069,'Male'
1980.4863416426942,0.04437716,-0.0032806396,-0.015808105,0.006164551,0.021972656,1.0341474,8.335817,2604.749997223156,0.0007010238,0,1980.4863416426942,0.033832833,0.0016260435,0.121876255,3720.5602134146343,1007.8125,10828.125,9820.3125,0.5807808561667447,82.60365938760434,65.40639132514966,108.1102658399776,-377.65872,169.30135,-8.999772,23.680033,19.372814,12.782811,-9.174037,11.356162,-4.622139,-2.140577,4.0279427,-8.271806,10.694299,'Male'
1759.9342032961372,0.034811612,-0.0029296875,-0.010715485,0.00093078613,0.011646271,0.92679465,11.780084,2717.787835771662,0.00024184777,0,1759.9342032961372,0.02480367,0.0013389711,0.10542984,3581.1705508474574,984.375,9843.75,8859.375,0.3561540383379897,82.6715622996675,65.40639132514966,103.82617439498627,-422.90366,164.48534,-11.250739,19.099203,23.685287,11.17725,-1.6463256,9.446839,-6.033148,3.3697846,4.830188,-13.079491,11.702217,'Male'
4210.222745942509,0.05296132,-0.003692627,-0.016983032,0.008575439,0.025558472,0.3309147,7.0689497,4697.372382258991,0.01148148,0,4210.222745942509,0.03969981,0.0033841787,0.12886414,8625.71894171779,703.125,15539.0625,14835.9375,0.6270138155438179,1435.662125325428,1258.9684205430274,1577.0649697650365,-333.72852,115.43718,10.15485,34.79073,7.0162916,26.207224,-10.785553,15.739399,-1.8614242,7.8017354,-9.088829,9.596179,-2.3989847,'Male'
4168.232626552144,0.08037775,-0.003753662,-0.014801025,0.0032958984,0.018096924,0.93431467,10.88219,4758.151743946768,0.011623091,0,4168.232626552144,0.051753264,0.0020756936,0.25917327,8734.43579766537,820.3125,16148.4375,15328.125,0.6915079859875433,1532.3994101297935,1303.3658460121762,2045.2002330457979,-346.59396,121.14733,19.827562,27.215767,10.8206005,19.249262,-9.923648,11.182543,1.6450284,2.664741,-9.313994,7.026868,-2.7360759,'Male'
